Country Name,total_population,total_military_manpower,fit_for_service,population_reaching_military_age_annually,active_personnel,reserve_personnel,paramilitary,total_military_aircraft,fighter_aircraft,attack_aircraft,transport_aircraft,trainer_aircraft,special_mission_aircraft,tanker_aircraft,total_military_helicopters,attack_helicopters,tanks,armored_fighting_vehicles,self_propelled_artillery,towed_artillery,rocket_projectors,total_naval_fleet,total_naval_fleet_tonnage_mt,aircraft_carriers,helicopter_carriers,submarines,destroyers,frigates,corvettes,coastal_patrol_craft,mine_warfare_craft,defense_budget_usd,external_debt_usd,purchasing_power_parity_usd,foreign_exchange_and_gold_reserves_usd,total_serviceable_airports,labour_force,major_ports_and_terminals,total_merchant_marine_fleet,railway_coverage_km,roadway_coverage_km,oil_production_bbl,oil_consumption_bbl,proven_oil_reserves_bbl,natural_gas_production_cum,natural_gas_consumption_cum,proven_natural_gas_reserves_cum,coal_production_cum,coal_consumption_mt,proven_coal_reserves_cum,total_land_area_sq_km,coastline_coverage_km,border_coverage_km,waterway_coverage_km,continent,region,gdp_usd,alliance,power_index_rank_gap,force_readiness_index,air_superiority_index,logistics_index,superiority_index,coalition_score,coalition_budget,combined_personnel,power_advantage,budget_advantage
"Korea, Democratic People's Republic of",26298666,9467520,5312331,420779,1320000,560000,100000,837,341,114,1,176,0,0,205,20,4895,47792,1300,700,1500,332,143304.0,0,0,24,2,2,8,227,1,4750000000,6050000000,15416000000,5500000000,81,17637000,10,264,7435,25554,0,18000,0,0.0,0.0,0.0,21927000.0,22105000,10600000000.0,120538,2495,1607,2250,Asia,Eastern Asia,18000000000.0,Non-NATO,4,34.795268412960795,13.57238855578802,1.3873807330862913,18.406038151846612,11.253090640601469,4750000000.0,1980000,36.285554539190265,90.49188031804275
North Macedonia,2135622,948216,783773,27763,10010,60000,3500,20,0,0,0,10,0,0,10,4,0,1878,0,156,18,0,1097488.7933333332,0,0,0,0,0,0,0,0,421527100,5637000000,43844000000,5252000000,13,779200,0,0,699,15170,0,24000,0,0.0,274928000.0,0.0,4000000.0,5344000,332000000.0,25713,0,838,0,Europe,Southern Europe,13563132057.0,NATO,134,0.5455637950018569,0.046040515653775316,0.10393812423867674,0.26321910996847836,3.3676746142841876,72525126082.25,73510,16.589157503282117,10.578753119086832
Norway,5509733,2203893,1807192,71627,33440,20100,40500,109,0,43,4,23,5,0,34,0,36,11441,28,0,0,48,66022.0,0,0,6,0,4,6,20,5,11189483200,787758400000,507680000000,81242000000,146,3042000,141,1720,3848,95120,2020000,229000,8122200000,123727000000.0,4548000000.0,1544455000000.0,120000.0,1096000,2000000.0,323802,25148,2566,1577,Europe,Northern Europe,579000000000.0,NATO,49,1.1433439314656817,1.411827937742881,6.955071829132057,2.967407502648754,5.466864502445678,83293082182.25,94040,8.225917711527671,6.544357517019185
Oman,3901992,1482757,1291559,50726,100000,0,10000,128,29,10,9,45,4,0,31,0,264,11380,24,144,0,17,22490.0,0,0,0,0,0,5,8,0,8364000000,55986700000,193591000000,18287000000,37,2696000,7,57,0,60230,1056000,218000,5375000000,40754000000.0,27364000000.0,651287000000.0,0.0,82000,0.0,309500,2092,1561,0,Asia,Western Asia,115000000000.0,Non-NATO,73,2.4916941468039346,1.2932809179924258,0.48788598381584414,1.5310277292640548,1.2880692652525174,8364000000.0,110000,13.586531634937982,24.8758415609439
Pakistan,252363571,108516336,85803614,4794908,660000,550000,500000,1397,331,90,63,563,27,4,379,55,2677,59044,662,2629,652,120,115187.0,0,0,8,0,9,6,79,3,9102115350,89148000000,1390000000000,18408000000,117,83644000,3,60,11881,264175,91000,645000,540000000,36937000000.0,46448000000.0,592219000000.0,13765000.0,30191000,2857000000.0,796095,1046,7257,0,Asia,Southern Asia,377000000000.0,Non-NATO,10,24.554963065685374,13.962318548539827,1.9560792148698845,14.597504555297062,9.160630317808605,9102115350.0,1710000,3.265665815128867,8.198162030467133
Panama,4470241,2011608,1206965,53643,16300,0,80000,38,0,0,13,0,2,0,23,0,0,1550,0,0,0,22,30559.823333333334,0,0,0,0,0,0,14,0,1069750000,1227085530000,164484000000,6856000000,77,2206000,12,8174,77,11978,0,131000,0,0.0,389611000.0,0.0,0.0,863000,0.0,75420,2490,687,800,Americas,Latin America and the Caribbean,76522511781.0,Non-NATO,34,0.8085698709130812,0.0874769797421731,14.734159286451135,4.769918828223225,2.908501407247112,1069750000.0,96300,10.382397290442151,4.709322687086177
Paraguay,7522549,3535598,3001497,150451,15650,168500,14800,49,0,4,12,14,1,0,18,0,10,2876,6,50,0,73,33919.74,0,0,0,0,0,0,64,0,416800000,13783000000,112919000000,9886000000,83,3502000,1,108,30,78811,2000,52000,0,0.0,0.0,0.0,0.0,700,0.0,406752,0,4655,3100,Americas,Latin America and the Caribbean,41722295362.0,Non-NATO,104,1.295310220043806,0.22079062404289423,0.5719023465842088,0.7559319792056534,0.4712044483011319,416800000.0,198950,12.746214184991558,3.339844986193638
Peru,32600249,15648120,12681497,619405,120000,386000,60000,252,15,22,39,68,12,0,112,16,355,9168,12,290,61,78,171629.0,0,0,6,0,7,8,13,0,2552000000,38102000000,535911000000,79246000000,174,18918000,20,111,1855,70000,118000,255000,858890000,12270000000.0,7185000000.0,300159000000.0,1382000.0,973000,1567000000.0,1285216,2414,7062,8808,Americas,Latin America and the Caribbean,243000000000.0,Non-NATO,48,5.394186831681637,1.5509474031494175,1.2438355095728642,2.996109606489339,1.909832250995052,2552000000.0,566000,8.367540205809084,3.5156583180349976
Philippines,118277063,50859137,41751803,2128987,160000,1500000,35000,204,0,17,23,23,11,0,130,6,18,20551,12,296,0,127,84578.0,0,0,0,0,4,1,60,0,6571641011,63241000000,1202000000000,106195000000,256,50979000,70,2203,77,216387,10000,457000,138500000,2251000000.0,2251000000.0,98543000000.0,14457000.0,42859000,361000000.0,300000,36289,0,3219,Asia,South-eastern Asia,404000000000.0,Non-NATO,21,12.398795554921646,0.9285765426058732,6.483804992555031,7.18323268251693,4.600047927700401,6571641011.0,1695000,6.906713871067215,5.494309056888694
Poland,38746310,18985692,15576017,464956,250000,350000,50000,457,58,12,44,112,11,0,224,29,798,57972,593,0,298,63,55530.0,0,0,1,0,2,2,3,29,55865141600,425641700000,1649000000000,223115000000,318,18245000,10,152,19461,427580,24000,743000,113000000,5551000000.0,20056000000.0,91492000000.0,96720000.0,99932000,27758000000.0,312685,440,2845,3997,Europe,Eastern Europe,688000000000.0,NATO,30,8.440313483162717,2.8332862969230046,3.5994249284343174,5.305938760872284,8.847689335867575,127968740582.25,650000,8.085098246828643,27.782830967009637
Portugal,10639726,5319863,4096295,127677,25000,23500,23300,128,28,5,20,23,16,4,36,0,34,10419,23,54,0,128,42755.0,0,0,2,0,5,2,71,0,6760000000,530000000000,556942000000,55160000000,136,5332100,36,1158,3622,136635,12932,200000,22440000,0.0,3700000000.0,72000000000.0,0.0,0,40000000.0,92090,1793,1224,764,Europe,Southern Europe,252000000000.0,NATO,68,1.0045357692784214,1.1331660889877913,3.701331498832526,1.8521635840574637,4.601633389186996,78863598982.25,71800,3.252342648549015,9.118721302627536
Qatar,2552088,638022,490001,12760,26550,4000,5500,263,115,6,12,45,0,0,85,24,62,5576,46,12,16,125,35974.03333333333,0,0,0,0,0,4,107,0,11950000000,205700000000,317064000000,53987000000,8,2123000,6,123,0,7039,1818000,268000,25244000,169595000000.0,41515000000.0,23861000000000.0,0.0,0,0.0,11586,563,87,0,Asia,Western Asia,237000000000.0,Non-NATO,75,0.6980434285954699,3.6568670580647673,0.37437031358809414,1.4885885829340464,1.4213511491278075,11950000000.0,36050,6.807880398642784,17.218346085776762
Republic of the Congo,6097665,2256136,1353682,115856,10000,0,2500,14,2,0,4,0,0,0,8,1,61,804,3,38,30,4,1097488.7933333332,0,0,0,0,0,0,0,0,933360000,6360000000,39147000000,715391000,56,2563000,5,11,510,23324,267000,13000,2885000000,423000000.0,423000000.0,283990000000.0,0.0,0,0.0,342000,169,5008,1120,Africa,Sub-Saharan Africa,14615532210.0,Non-NATO,136,0.33540058389863325,0.08247961723904976,0.3144155250127487,0.25322877623499285,0.19244965122357596,933360000.0,12500,0.9879813485101363,21.83130756996949
Romania,18148155,9437041,7731114,199630,90000,55000,15000,148,29,0,13,44,2,0,66,0,451,13266,0,720,243,18,1116967.0866666667,0,0,0,0,3,7,0,7,10230630000,145200000000,774376000000,73391000000,103,8263000,11,127,10628,85387,67000,220000,600000000,9501000000.0,10055000000.0,105480000000.0,14752000.0,15533000,291000000.0,238391,225,2844,1731,Europe,Eastern Europe,301000000000.0,NATO,66,2.821622076148216,1.0693430319183395,1.603423357287833,1.930478747221138,4.802260649185169,82334228982.25,160000,4.249029992587521,11.577594514001897
Russia,140820810,69002197,46189226,1267387,1320000,2000000,250000,4237,861,698,458,530,137,18,1643,556,5630,126512,3603,5920,2486,747,1426539.0,1,0,66,13,12,79,70,45,212638272000,226475750000,6089000000000,597217000000,905,72517000,67,2910,85494,1283387,10879000,3863000,80000000000,617830000000.0,472239000000.0,47805000000000.0,531130000.0,290763000,162166000000.0,17098242,37653,22407,102000,Europe,Eastern Europe,2240000000000.0,Non-NATO,3,43.94329028908486,50.23134151100278,17.721410511569147,37.963141722405524,32.190169571882464,212638272000.0,3570000,12.21809990349189,32.495191608627586
Saudi Arabia,36544431,19003104,17468238,621255,247000,0,150000,917,283,81,49,202,16,22,264,34,1085,22370,380,557,327,32,49727.0,0,0,0,0,7,9,9,3,63988055520,248171000000,2213000000000,463870000000,90,17168000,16,433,5410,221372,11174000,3524000,258600000000,121870000000.0,121870000000.0,9423000000000.0,0.0,66000,0.0,2149690,2640,4272,0,Asia,Western Asia,1110000000000.0,Non-NATO,22,7.2983626297019715,11.408335460540375,2.289236528147586,7.028616648487177,7.0489933271875085,63988055520.0,397000,5.23566193254854,19.698346203848242
Senegal,18847519,7162057,4089912,395798,17000,0,0,39,0,0,5,22,1,0,19,5,0,1860,0,20,6,4,82046.74666666667,0,0,0,0,0,0,4,0,777800000,14985000000,83183000000,889295000,20,5763000,6,36,906,16665,9000,65000,0,54646000.0,54498000.0,0.0,0.0,138000,0.0,196722,531,2684,1000,Africa,Sub-Saharan Africa,27684430244.0,Non-NATO,128,0.6848983045116638,0.08977900552486187,0.33161323607881393,0.4003769942857683,0.27385223793315505,777800000.0,17000,0.434707392186195,9.55459211924009
Serbia,6652212,3259584,2574406,79827,22500,2000,600000,115,11,17,3,33,0,0,51,4,242,7190,96,150,73,30,28550.95,0,0,0,0,0,0,18,4,2770000000,21726000000,177093000000,30484000000,46,3230000,0,0,3333,45022,13000,88000,77500000,353376000.0,2939000000.0,48139000000.0,33219000.0,37828000,7112000000.0,77474,0,2322,587,Europe,Southern Europe,63501748652.0,Non-NATO,70,3.2418604170992795,1.0000781574943118,0.4252610887336438,1.7243459407080988,1.1564244952030447,2770000000.0,624500,45.24479816662104,14.883838260181978
Sierra Leone,9121049,2006631,1203978,45605,13000,0,0,1,0,0,0,0,0,0,1,0,0,350,0,0,0,10,28308.38,0,0,0,0,0,0,10,0,450000000,1451000000,26728000000,495699000,8,2863000,3,584,0,11701,0,9000,0,0.0,0.0,0.0,0.0,0,0.0,71740,402,1093,800,Africa,Sub-Saharan Africa,3970343852.0,Non-NATO,119,0.3867134677451019,0.002302025782688766,1.128177719456622,0.49382931066983404,0.315412547776281,450000000.0,13000,0.6869116108291472,38.81537203680696
Singapore,6028459,3918498,2628408,66313,51000,252500,12000,235,100,0,9,36,9,11,75,20,170,17244,48,89,24,101,93244.0,0,0,6,0,6,6,55,4,18000000000,1884751660000,800304000000,383946000000,9,3722000,5,3202,0,3500,0,1514000,0,0.0,13724000000.0,0.0,0.0,1153000,0.0,719,193,0,0,Asia,South-eastern Asia,467000000000.0,Non-NATO,41,2.5043998096096534,3.053538873002212,5.733999550549867,3.638021450909485,2.9788328159876483,18000000000.0,315500,25.222919035535885,13.14115169639592
Slovakia,5563649,2837461,2353424,61200,20982,0,0,48,7,0,7,11,1,0,22,0,45,6636,35,9,25,0,1097488.7933333332,0,0,0,0,0,0,0,0,2900000000,140360000000,218762000000,14452000000,116,2779000,0,0,3627,45106,7000,90000,9000000,52556000.0,60424000.0,14158000000.0,2315000.0,6066000,19000000.0,49035,0,1587,172,Europe,Eastern Europe,115000000000.0,NATO,118,0.6104193736081891,0.2863766345539854,0.5541471589873376,0.49632488750567255,3.6172553428513137,75003598982.25,20982,1.817562916014492,8.566765841991105
Slovenia,2097893,1006989,826570,22867,7000,26000,5000,40,0,0,5,23,0,0,16,0,54,4636,17,18,0,3,164147.71,0,0,0,0,0,0,3,0,1782000000,60500000000,103118000000,2832000000,42,1058000,2,8,1207,38125,4,44000,0,3863000.0,840902000.0,0.0,2440000.0,2309000,95000000.0,20273,47,1211,710,Europe,Southern Europe,62117768015.0,NATO,135,0.33660809573643274,0.09208103130755063,0.3123181186385666,0.2559629832784083,3.423546475403984,73885598982.25,38000,8.729765073799141,9.757877803971926
Somalia,13017273,2993973,1796384,130173,30000,0,2000,6,0,0,0,0,0,0,6,0,0,1104,0,0,0,19,30450.753333333334,0,0,0,0,0,0,19,0,870000000,2563000000,26770000000,16747500,40,3439000,6,4,0,15000,0,6000,0,0.0,0.0,5663000000.0,0.0,0,0.0,637657,3025,2385,0,Africa,Sub-Saharan Africa,8126105600.0,Non-NATO,127,0.8410158317423474,0.013812154696132594,0.23982830928362442,0.4124984718908661,0.28520664241820975,870000000.0,32000,1.1847651179341046,36.66043459825785
South Africa,60442647,27803618,14989776,1027525,68731,29350,50000,181,2,0,11,81,0,0,87,10,248,23024,52,434,201,63,43881.0,0,0,3,0,4,0,42,4,2877000000,93879000000,870420000000,65435000000,573,27766000,8,110,30400,750000,88000,609000,15000000,59128000.0,4487000000.0,0.0,239712000.0,176095000,9893000000.0,1219090,2798,5244,0,Africa,Sub-Saharan Africa,406000000000.0,Non-NATO,46,3.0736691902344857,0.4669179229480737,5.6010619517925475,3.0498616385159805,1.9564705995456217,2877000000.0,148081,1.1807505512628915,2.343151488253926
"Korea, Republic of",52081799,26040900,21353538,416654,450000,3100000,120000,1540,242,98,40,335,35,4,827,113,1831,117460,2780,5800,525,215,427946.0,0,2,22,14,18,3,96,14,44800000000,553871450000,2607000000000,418219000000,92,29713000,15,2149,3979,100428,38000,2542000,0,55127000.0,59480000000.0,7079000000.0,16081000.0,136817000,326000000.0,99720,2413,237,1600,Asia,Eastern Asia,1670000000000.0,Non-NATO,9,25.58400545349151,12.271310052323996,4.809685690118308,15.357900904129297,11.197145306894525,44800000000.0,3670000,33.96114944851183,9.119047559356858
South Sudan,12703714,6351857,4065188,330297,185000,0,0,19,0,0,4,0,0,0,15,6,122,2550,24,0,15,0,1097488.7933333332,0,0,0,0,0,0,0,0,30700000,2722500000,6752000000,128248000,89,5091000,0,0,248,90200,146000,11000,3750000000,0.0,0.0,0.0,0.0,0,0.0,644329,0,6018,0,Africa,Sub-Saharan Africa,11997800760.0,Non-NATO,64,4.674885927495366,0.04373848987108655,0.419025807782941,2.0087836602943545,1.2058235473048657,30700000.0,185000,7.018484002713954,0.7890985542746822
Spain,47280433,21748999,17635602,330963,121802,24033,78470,440,136,12,51,108,8,0,169,17,298,49324,96,188,0,175,249889.0,1,0,2,0,11,0,112,6,39000676350,2830012130000,2361000000000,107774000000,365,24386000,52,503,15489,150110,47000,1325000,150000000,41009000.0,32833000000.0,2549000000.0,1280000.0,7388000,1187000000.0,505370,4964,1953,1000,Europe,Southern Europe,1400000000000.0,NATO,37,4.205587045517348,4.753950853592171,4.119471700380396,4.344261584398709,7.524125360105398,111104275332.25,224305,2.2864399681331373,9.473038811106042
Sri Lanka,21982608,10551652,8551235,307757,346000,90000,0,90,6,0,15,7,3,0,49,8,87,15021,0,96,28,275,32636.0,0,0,0,0,5,0,259,0,1500000000,42198000000,301407000000,6094000000,18,8499000,6,96,1562,114093,0,100000,0,0.0,0.0,0.0,0.0,2323000,0.0,65610,1340,0,160,Asia,Southern Asia,74403578363.0,Non-NATO,40,9.079509895607888,0.35793608928621,0.7742004386704567,3.9714449166301558,2.448463406125748,1500000000.0,436000,9.558936301665003,6.830902559207345
Sudan,50467278,26747657,17108407,1312149,300000,200000,17500,183,37,36,13,33,0,0,64,35,1055,8890,100,1150,800,10,28308.38,0,0,0,0,0,0,10,0,394700000,21650000000,94420000000,192348850,45,10949000,4,14,7251,31000,68000,129000,1250000000,0.0,0.0,84951000000.0,0.0,0,0.0,1861484,853,6819,4068,Africa,Northern Africa,51662241775.0,Non-NATO,36,9.160355016842693,2.322841205658377,0.7626484649487779,4.589788907919225,2.770540280734523,394700000.0,517500,4.942000291431819,2.5332467182053535
Suriname,646758,142287,84079,3234,2500,0,200,3,0,0,0,0,0,0,3,0,0,1250,0,0,0,17,30376.17,0,0,0,0,0,0,17,0,58440000,2645000000,12316000000,1632000000,55,255500,4,13,0,4304,14000,17000,89000000,7109000.0,6967000.0,0.0,0.0,0,0.0,163820,386,1907,1200,Americas,Latin America and the Caribbean,3620655116.0,Non-NATO,143,0.06300418712195474,0.006906077348066297,0.2013249142228735,0.08767097232006384,0.054383931344111194,58440000.0,2700,2.0119827300536226,5.451157565772567
Sweden,10589835,4235934,3558185,105898,25600,34000,104400,172,73,0,6,36,3,1,53,0,110,27576,24,0,0,279,39816.0,0,0,4,0,0,7,116,8,15900000000,1102693570000,668628000000,62569000000,206,5699000,92,361,10910,197964,11000,270000,0,0.0,889924000.0,0.0,1042000.0,3170000,5000000.0,450295,3218,2211,2052,Europe,Northern Europe,586000000000.0,NATO,56,1.3686861223106912,2.2301192888938246,4.358447021932029,2.524044342172032,5.409372189034521,88003598982.25,164000,7.463747667244612,9.224343856608908
Switzerland,8860574,3898653,3163225,97466,147178,0,5000,141,40,0,16,43,3,0,39,0,134,6885,133,0,0,0,1097488.7933333332,0,0,0,0,0,0,0,0,8372658426,2420000000000,741035000000,909366000000,66,5153000,0,17,5296,83131,300,194000,0,0.0,3138000000.0,0.0,0.0,126000,0.0,41277,0,1770,1292,Europe,Western Europe,808000000000.0,Non-NATO,62,3.6945455698353493,1.3296107609872567,0.735548957902493,2.097366143601065,1.6282556058384032,8372658426.0,152178,8.277368861312231,3.4676518851975042
Syria,23865423,15273871,13245310,668232,100000,0,50000,104,52,5,2,8,0,0,39,7,168,18736,60,0,0,12,28176.59,0,0,0,0,0,0,8,0,145925000,4441250000,98858000000,307766250,42,6617000,3,24,2052,69873,65000,102000,2500000000,3085000000.0,3084000000.0,240693000000.0,0.0,15000,0.0,187437,193,2363,900,Asia,Western Asia,11159274040.0,Non-NATO,65,3.2045326104307192,1.6809325455801452,0.5168596691666133,1.941150708596315,1.1703445669862809,145925000.0,150000,3.0291753669548083,4.3993709423210525
Taiwan,23595274,12269542,1061787,306739,230000,1657000,55000,720,258,0,19,215,18,0,239,91,1090,24067,488,1360,223,91,244050.0,0,0,4,4,21,7,36,10,31180000000,229900000000,1743000000000,541898500000,57,11842940,8,465,1613,43206,800,954000,2380000,63747000.0,21157000000.0,6230000000.0,5212000.0,64609000,1000000.0,35980,1566,0,0,Asia,Eastern Asia,790000000000.0,Non-NATO,18,13.317464186855332,8.13987062383742,1.314028668946189,8.163155462577215,6.2773666526185234,31180000000.0,1942000,39.666738619393904,13.458475984634363
Tajikistan,10394063,4781269,3773045,176699,150000,600000,20000,25,0,0,1,4,0,0,20,6,38,6782,3,13,24,0,1097488.7933333332,0,0,0,0,0,0,0,0,450460000,3024000000,50370000000,3026450000,19,2780000,0,0,680,30000,300,31000,12000000,18476000.0,85567000.0,5663000000.0,2394000.0,2297000,4075000000.0,144100,0,4130,200,Asia,Central Asia,10492123388.0,Non-NATO,54,6.430967157671471,0.057550644567219145,0.15699848923410065,2.636751603208985,1.6011862866212911,450460000.0,770000,35.70324369122301,14.647786400323826
Tanzania,67462121,12143182,6678750,607159,25000,0,6500,38,11,0,6,6,0,0,15,0,200,8408,0,205,70,12,28308.38,0,0,0,0,0,0,10,0,1476113361,17513000000,246706000000,5371525000,206,32983000,8,381,4097,145203,0,85000,0,1808000000.0,1808000000.0,6513000000.0,2341000.0,740000,1410000000.0,947300,1424,4161,0,Africa,Sub-Saharan Africa,75709289056.0,Non-NATO,89,1.0998375952752437,0.36385888928991184,1.8771559952011951,1.1122395034574297,0.7318827423308459,1476113361.0,31500,0.22503644392453823,6.603257014624369
Thailand,69920998,36358919,27968399,1118736,360850,200000,25000,496,73,26,52,134,25,0,258,7,744,52590,59,595,17,304,133523.0,0,1,0,0,7,5,254,5,6006660000,37065000000,1558000000000,236934000000,105,40623000,21,884,4127,180053,386000,1397000,252750000,30797000000.0,48898000000.0,138243000000.0,12812000.0,42371000,1063000000.0,513120,3219,5673,4000,Asia,South-eastern Asia,495000000000.0,Non-NATO,24,11.026571088481369,3.677919486977425,3.0019099068218313,6.414577253532324,4.113844039919355,6006660000.0,585850,4.0381375640341215,4.0760590569421655
Tunisia,12048847,6024424,5181004,204830,89800,0,12000,155,10,0,12,28,4,0,101,0,145,13927,0,105,0,37,34799.723333333335,0,0,0,0,1,1,30,0,2172751250,21212000000,156086000000,9344000000,14,4247000,16,72,2173,32332,35000,104000,425000000,1323000000.0,5153000000.0,65129000000.0,0.0,2000,0.0,163610,1148,1495,0,Africa,Northern Africa,46664948952.0,Non-NATO,79,2.4344084166852453,0.608070277723794,0.7444730308888067,1.3795263592578784,0.9230936847600847,2172751250.0,101800,4.071970117421788,15.892946387859025
Turkiye,84119531,42985080,36087279,1430032,481000,380000,150000,1101,201,0,84,301,27,7,509,111,2284,98193,1045,635,237,192,349739.0,0,1,14,0,17,9,40,11,51400000000,149654000000,3018000000000,154744000000,116,36081000,54,1170,11497,68526,83000,1107000,366000000,379701000.0,52887000000.0,3794000000.0,82534000.0,124183000,10975000000.0,783562,7200,2816,1200,Asia,Western Asia,906000000000.0,Non-NATO,15,15.469448759228625,7.5847816430217385,4.426348901621604,9.791118667084453,8.14924536038534,51400000000.0,1011000,5.792374150680563,19.384609676076177
Turkmenistan,5744151,2768681,2245963,109139,36500,0,3500,91,22,27,5,11,0,0,26,10,654,11588,73,457,164,16,30674.713333333333,0,0,0,0,0,0,16,0,1463000000,3696000000,134555000000,21073860000,23,2445000,0,73,5113,58592,272000,152000,600000000,86472000000.0,41561000000.0,11327000000000.0,0.0,0,799999000.0,488100,1768,4158,1300,Asia,Central Asia,45610571429.0,Non-NATO,92,0.994200007596149,1.491189849985382,0.679888481727472,1.0490035025523157,0.6933606383394142,1463000000.0,40000,3.3561119347805777,10.920980256457113
Uganda,49283041,16756234,9905891,985661,45000,0,10000,51,6,0,3,12,0,0,30,6,259,9702,6,26,12,0,1097488.7933333332,0,0,0,0,0,0,0,0,1510000000,10469000000,144137000000,3432750000,39,22829000,0,0,1244,20544,0,44000,2500000000,0.0,0.0,14158000000.0,19.0,0,799999000.0,241038,0,2729,0,Africa,Sub-Saharan Africa,45559202049.0,Non-NATO,97,1.7747461438026437,0.26815708376134817,0.19772913753492344,0.849664323909939,0.5758377313962204,1510000000.0,55000,0.5378578175327586,11.28750463929852
Ukraine,35661826,18187531,12731272,392280,900000,4000000,100000,347,88,30,22,72,5,0,140,39,1121,45458,682,625,288,169,22266.0,0,0,0,0,0,0,133,5,45000000000,90003000000,577583000000,43781000000,152,20539000,26,410,21733,169694,3000,192000,395000000,18725000000.0,22856000000.0,1104000000000.0,19603000.0,25012000,34375000000.0,603550,2782,5581,1672,Europe,Eastern Europe,161000000000.0,Non-NATO,5,39.81759665064799,3.819793428158497,3.5254636534551445,18.130615784743288,12.869627853314972,45000000000.0,5000000,67.57230310599418,95.85153366435142
United Arab Emirates,10032213,5818684,4945881,80258,65000,130000,12000,581,99,40,35,151,27,5,250,30,354,8982,165,99,49,84,20210.0,0,0,0,0,0,11,34,2,23480000000,290400000000,745994000000,237931000000,42,7090000,20,655,0,4080,4146000,846000,97800000000,56683000000.0,66091000000.0,6091000000.0,0.0,5411000,0.0,83600,1318,1066,0,Asia,Western Asia,508000000000.0,Non-NATO,50,2.3894604098670493,4.904827772583268,1.6649824614205726,2.9267272341479718,2.7946454205569697,23480000000.0,207000,9.944338406043439,15.776172259931828
United Kingdom,68459055,31491165,25192932,753050,141330,31940,0,625,103,38,30,201,29,9,262,50,288,94064,14,126,43,116,406308.0,2,0,10,6,7,0,26,8,88526529585,10553123900000,3636000000000,174598000000,1057,35359000,185,868,16390,416461,753000,1406000,2500000000,37758000000.0,70141000000.0,180661000000.0,1568000.0,7372000,26000000.0,243610,12429,499,3200,Europe,Northern Europe,3070000000000.0,NATO,26,4.753359220137126,5.052623739238816,9.698110012272974,6.326563813508387,10.905921638794613,160630128567.25,173270,1.2198172463645776,9.808871373728568
United States,341963408,150463900,124816644,4445524,1333030,799500,0,13032,1791,926,917,2610,611,610,5913,1024,4666,409660,1521,1878,1731,465,8265799.0,11,9,66,83,0,27,0,4,831500000000,24538900710000,25676000000000,910037000000,16116,174174000,666,3533,293564,6586610,20953000,20307000,38212000000,1029000000000.0,914301000000.0,13402000000000.0,534234000.0,495156000,247883000000.0,9833517,19924,12002,41009,Americas,Northern America,25500000000000.0,NATO,0,41.24093285635656,99.99999999999999,86.1863071265978,72.35226528052195,83.41135916831317,903603598982.25,2132530,3.0055074351484206,11.10357320511662
Uruguay,3425330,1575652,1322177,54805,24000,0,5000,43,0,6,6,12,5,2,12,0,62,5968,16,83,4,16,27807.953333333335,0,0,0,0,0,0,5,2,1903440000,54450000000,108502000000,17378000000,65,1768000,8,58,1673,77732,400,50000,0,0.0,86037000.0,0.0,0.0,8000,0.0,176215,660,1591,1600,Americas,Latin America and the Caribbean,71177146197.0,Non-NATO,112,0.6545395700452046,0.26097414969233396,0.7227408790590395,0.5569303366434939,0.41761417646835036,1903440000.0,29000,4.080354287485965,9.09019504852365
Uzbekistan,36520593,18990708,15959499,730412,120000,0,20000,159,26,13,12,7,0,0,101,34,470,8692,177,236,108,0,1097488.7933333332,0,0,0,0,0,0,0,0,6210000000,25714000000,379989000000,41237000000,74,13974000,0,0,4642,225500,64000,111000,594000000,47500000000.0,43227000000.0,1841000000000.0,6379000.0,8941000,1375000000.0,447400,420,6893,1100,Asia,Central Asia,80391853885.0,Non-NATO,61,3.7007618615951094,1.3702603533520257,1.1060833841077973,2.223207865875991,1.6080238807990774,6210000000.0,140000,1.847534295020518,26.42604770546689
Venezuela,31250306,15625153,12812625,625006,109000,8000,220000,224,30,0,47,75,3,1,85,10,282,15168,60,92,56,41,54335.26666666667,0,0,3,0,1,0,26,0,6060000000,121363000000,110943000000,9944750000,509,11136000,31,272,447,96189,801000,203000,303806000000,17696000000.0,17696000000.0,5674000000000.0,149000.0,80000,730999000.0,912050,2800,5267,7100,Americas,Latin America and the Caribbean,482000000000.0,Non-NATO,52,4.19620074131749,1.269422619543389,2.2768542700144145,2.7423633633943374,1.912876965771046,6060000000.0,337000,5.197301608628219,4.2263865766473625
Vietnam,105758975,54994667,45053323,1797903,450000,5000000,250000,265,61,0,6,91,3,0,101,0,1999,69914,30,3250,774,116,102147.0,0,0,6,0,9,17,27,8,10200000000,34426000000,1456000000000,83082000000,36,57133000,16,1973,2600,195468,187000,544000,4400000000,7676000000.0,7676000000.0,699426000000.0,51519000.0,96099000,3116000000.0,331210,3444,4616,47130,Asia,South-eastern Asia,409000000000.0,Non-NATO,6,35.41590590440849,2.1427001489954374,4.631885194503431,16.19873796481306,10.169971620299759,10200000000.0,5700000,25.975260785149963,8.471163915033644
